,label,tweet,gender,katakunci,pasal,status,kronologis,agama
60,anger,siapa yang bilang punya anak menyenangkan teros  sodorin anak yang tantrum  karena ngantuk tapi tidak mau bobo   istigfar kenceng ,Perempuan,Kodok betina,Pasal 315 KUHP,Restorative Justice,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen Protestan
61,sadness,merasa oon ketika tahu sesuatu dan tidak boleh di bicarakan ke orang lain  nah kelalaian malah sebaliknya  jadi malah merubah siklus dan alur waktu yang seharusnya itu terjadi,Perempuan,"peselingkuh gatel, bangsat, asu",pengancaman,Putusan,PENCEMARAN NAMA BAIK,Islam
62,anger,punya sahabat cowo  nih  tapi sering nya tidak konsisten terus sering bohong lagi  kenapa sih  udah berkali dimarahin  karena sering bohong tapi tidak mempan juga  apa kodratnya suka bohong apa gimana ,Perempuan,"pembohong, pendusta",UU ITE 27 Ayat 3,Naik kejaksaan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen
63,happy,kalau tau ada libur panjang   selain lebaran   tuh rasanya ingin cepet gendong cerrier pake sepatu terus pergi  ketemu alam dan berdamai dengannya ,Perempuan,"selingkuh, lobang kubur",Pencemaran,dihentikan karena restorative jaustice,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen
64,anger,siapa bilang kafir gabung sama khilafah bro jangan alihkan isu anda itu siapa penyelundup dari kaum bumidatar se olah pro pancasila      ,Perempuan,penipu,KUHP Pasal 310,Restorative Justice,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
65,happy,btw doa restu orang tua itu emang gilingan ya    pas udah mentok nyari literatur tambahan  nemu saja dong di rumah  padahal dari kemarin udah panik kudu mesen dari banyumas  apakah ini berkah ramadan   ,Laki-laki,"Cina, anus, toilet, jamban, tai",Pencemaran,Putusan,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen Protestan
66,anger,salah satu contoh tidak tau berterima kasih    padahal datang pas sudah terkenal pi wannaone    ckckckc yang dulu berjuang siapa  jawab sendiri ma ko deh wanna one swing entertainment warns legal action against fansite masters    via   ,Perempuan,"Cina, anus, toilet, jamban, tai",Pasal 315 KUHP,Penyelidikan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen
67,fear,dri pagi ngerasain sakit perut kirain mau haid  sudah beli kiranti pas di cek malah tidak ada   plis atulah haid sekarang saja  biar bisa ikut solat ied ,Perempuan,"peselingkuh gatel, bangsat, asu","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",dihentikan karena restorative jaustice,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen
68,sadness, turut berduka cita buat kawan cak  semoga  keluarga yang di tinggalkan  bisa di beri kesabaran  amp meridoi kepergian alm    ,Perempuan,"Cina, anus, toilet, jamban, tai",KUHP Pasal 310,lidik,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
69,anger,   jaringannya mati ya  tidak bisa dibuka mobile jkn  saya mau ke puskesmes terus piye mau tunjukkan kartu elektoniknya  ,Perempuan,"peselingkuh gatel, bangsat, asu","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",lidik,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
70,anger, kamu belum lahir atau belom sekolah bong saya rasa     atau bapak kamu pki bong bandit   rampok atau sejenis yang menganggu orang banyak  pak soeharto dibilang kejam hanya oleh orang pki bandit rampok bong bong bongakkk   ,Perempuan,"pembohong, pendusta",UU ITE 27 Ayat 3,lidik,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
71,anger,bagi yang dulunya usaha terus sekarang jadi karyawan macam aku pasti bawaannye ingin usaha lagi   tidak ada yang ngatur  flexible  lebih banyak duit  faaak,Perempuan,"babi, biongo",Pasal 315 KUHP,vonis 2 tahun,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
72,sadness,salah satu efek merapi sama bom bagi orang yang mau bikin event  negara lain takut ke jogja dan indonesia karena  jadi aku lagi ada event internasional dan beberapa negara belum konfirmasi karena takut sama merapi sama teror juga  semoga merapi lekas reda    semoga ngga ada bom lagi ,Laki-laki,pelacur,Pasal 315 KUHP,Penyelidikan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Islam
73,anger,baiknya gubernur anies baswedan dimosi tidak percaya biar lengser                                   ,Laki-laki,Kodok betina,UU ITE 27 Ayat 3,Restorative Justice,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
74,anger,kaum oposisi tidak bikin geger an di media termsk medsos ketika rupiah menguat     musim ribut nya khusus waktu  terjadi pelemahan saja    dengan menyalahkan semuanya kepada presiden            ,Laki-laki,Kodok betina,KUHP Pasal 310,Penyelidikan,PENCEMARAN NAMA BAIK,Kristen
75,sadness,lagi puasa tapi dari pagi udah kesana kemari mmbawa alamat   eh ayuting kalee   enggk ding  ini kenapa siang tetangga sbelah goreng telur yah  kan baunya sampai idung aku hikss piye sih mbak ,Perempuan,"peselingkuh gatel, bangsat, asu",UU ITE 27 Ayat 3,Putusan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
76,anger,   heee aku kemarin ngeliat hoak tetang pohon plastik pertama kali dari akun anda ygdisebarkan lewat fb      ini bukan saja nol besar tapi skaligus nonjok muka junjungan sdr     terima kasih,Perempuan,"Cina, anus, toilet, jamban, tai",UU ITE 27 Ayat 3,Putusan,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen
77,anger,   min ini gimana  kurirnya salah kirim  malah ke alamat orang  terus pertanggung jawabannya gimana  tolong respon secepatnya  thanks    ,Perempuan,pelacur,Pasal 315 KUHP,Restorative Justice,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
78,fear,ini pas banget  aku habis baca buku ada bule pdkt bilang cariin rumah sama mobil  dicariin mobil sama rumah mewah si bule ok dan niat kirim uang sekitar  jt tapi pake pos  bilang sama hadiah lain  tapi tidak masuk akal kirim yang sebanyak itu pake pos   ,Perempuan,"pembohong, pendusta",UU ITE 27 Ayat 3,Putusan,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen Protestan
79,anger,            masalahnya itu uang buat konsumsi buka puasa bareng anak yatim yang harus dibayarkan ke katering   ,Perempuan,"babi, muslim, fuck",UU ITE 27 Ayat 3,Putusan,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen Protestan
80,sadness,niat ke masjid sholat nya di lantai  berharap bisa obob manjah karena biasanya tidak banyak yang solat disini  fact  fullhouse sampai shaf belakang  bahaya ,Perempuan,"pembohong, pendusta",Pencemaran nama baik,dihentikan karena restorative jaustice,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
81,happy,paling excited kalau ngobrol sama orang kreatif  siap saja kalau bakal tercengang sama ide mereka yang mungkin belum pernah terpikirkan olehmu   oh iya  kenapa aku baru kepikiran    ,Laki-laki,"bom, tidak tahu diri",KUHP Pasal 310,Putusan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
82,anger,miris   menciptakan  karya  dengan susah payah yang menguras pikiran tenaga waktu dan materi     kalah oleh oknum yang menjiplak dan atau sekedar terima beres memanfaatkan karya orang lain dengan gimmik dan sensasi  gimana menurut      ,Laki-laki,"pembohong, pendusta",pengancaman,Putusan,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen Protestan
83,anger,sebelah mana stereotyping nya dari pernyataan saya  coba ditunjukkan  siapa tahu saya salah bicara  bagus dong kalau banyak yang mengecam  semakin banyak makin terdengar suara untuk kebenaran  semakin bagus  kalau benar tapi kalah keras sama yang salah  itu yang harus diatasi    ,Laki-laki,"babi, biongo",KUHP Pasal 310,vonis 2 tahun,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Islam
84,anger,tipikal cowo menye menye banget ni  paling ngga bisa diajak argumen  menyalahkan orang dan mengeluh terus ni manusia maha sempurna  pen ngatain goblok tapi puasa ,Laki-laki,"babi, biongo",UU ITE 27 Ayat 3,lidik,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen Protestan
85,happy,tiada henti nya mengucap syukut alhamdulillah     sekarang aku bisa     uang jadi panitia kemarin alhamdulillah trmkah kau beri brlmpah     meski tidak sbrpa inysllh lama mmbukit amin   ,Perempuan,"bom, tidak tahu diri","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",vonis 2 tahun,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
86,anger,kamu mau ngomong apa kayaknya kamu dendam kepada anies pernah disakiti olh gub anies salah apa anies kpdmu  kenapa dendam kamu kelompok dki  yang tidak punya gub anies bukan    pada tempatnya kamu maki anies salah    ,Laki-laki,"peselingkuh gatel, bangsat, asu",Pasal 315 KUHP,Naik kejaksaan,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen
87,sadness,ketika di group keluarga udah pada ngomongin mudik  duuh ingin mudik  tapi apa daya suami libur cuma  hari dari hari lebaran  itu juga kalau tidak di telpon disuruh masuk   tahun lalu malah habis sholat eid langsung kerja ,Perempuan,pelacur,Pasal 315 KUHP,Penyelidikan,PENCEMARAN NAMA BAIK,Kristen
88,sadness,orang yang pernah kalah dalam pertarungan politik sulit untuk bisa disembuhkan karena mereka tidak bisa meraih impian dan sudah kehilangan banyak harta ,Laki-laki,"bom, tidak tahu diri",UU ITE 27 Ayat 3,Restorative Justice,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
89,sadness,nggada sinyal di rumah  membuatku banyak berfikir  berfikir doang tapi  pikiran ke mana mana  random   tapi pasti ada dia   ,Laki-laki,Kodok betina,Pencemaran,Putusan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
90,fear,ada khabar kasus tuduhan chat mesum terhadap imam besar habib rizieq sudah dihentikan  mohon bantu doa semoga benar adanya  semoga kesucian ramadhan membuka mata hati bapak kita yang menyidik amin,Perempuan,"pembohong, pendusta",Pasal 315 KUHP,Restorative Justice,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Islam
91,fear,jangan ngecengin aku lagi ya gaes           orang ini udah ada blog nya juga     ya walaupun nulisnya tidak jam  dinihari sih ,Perempuan,"babi, muslim, fuck",Pasal 315 KUHP,Penyelidikan,PENCEMARAN NAMA BAIK,Kristen
92,anger,cari orang yang selalu menyudutkan ansor  sabar itu bagus tapi kalau terus menerus difitnah disalahkan jangan tinggal diam saatnya,Laki-laki,"peselingkuh gatel, bangsat, asu",Pencemaran,dihentikan karena restorative jaustice,PENCEMARAN NAMA BAIK,Islam
93,love,halohaa selamat siang denise udah pulang sekolah belum nih   jangan lupa makan siang ya  oh iya gimana udah sehatan kan kamu   kalau emang masih kurang sehat ya banyakin istirahat saja sekarang  kk selalu nunggu kok tweet  dari k,Perempuan,"fuck, fucking bitch, fat bitch",KUHP Pasal 310,lidik,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
94,anger,itu lah bodoh mu bong   disuruh baca  tidak mau baca    pbb cikal bakalnya dari masyumi   pbb  keluarga besar bulan bintang   masyumi dasar bong,Laki-laki,"fuck, fucking bitch, fat bitch",pengancaman,lidik,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen
95,fear,mudahan sudah terupload semua sebelum mudik  karena fans modal quota pun butuh daerah dengan jaringan yang bagus   hiksss hitungan jam juga br slsi kalau mau donlot ini di rumahku pi ,Perempuan,"peselingkuh gatel, bangsat, asu",KUHP Pasal 310,vonis 2 tahun,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen Protestan
96,anger,orang pendukung khilafah memang harus di black mail                                             ,Perempuan,Kodok betina,Pasal 315 KUHP,Restorative Justice,PENCEMARAN NAMA BAIK,Islam
97,anger,jangan sok akrab ye mention mention aku   maling dulu aje yang bener nanti kalau udah sukses jadi malingnye baru aku bales mentionan kamu lu pada        ,Laki-laki,penipu,UU ITE 27 Ayat 3,vonis 2 tahun,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen
98,happy,alhamdulillah prof  setelah berbicara semalam di    adem rasanya  semoga membawa keberkahan  amin yaa rabbal  aalamiin ,Perempuan,Kodok betina,KUHP Pasal 310,Naik kejaksaan,PENCEMARAN NAMA BAIK,Kristen Protestan
99,happy,keren   kira kira masih ada tidak yang bilang pak    anti islam    triliun   hektar  jadi kampus rujukan islam dunia sekelas al azhar  belum lagi proyek ponpes  madrasah  masjid dan fasilitas ummat lain  kalau ada yang masih bilang beliau an,Perempuan,"fuck, fucking bitch, fat bitch","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",lidik,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen
100,anger,   saya kan datang untuk bertanya  kemudian ngobrol tuh sama mba mba help desk  tapi saya tetep tidak ngerti karena tidak dapet jawaban yang menjawab pertanyaan saya  terus mbanya lama lama agak emosi  yaudah makin tidak kejawab dong  terus saya pulang ,Perempuan,"selingkuh, lobang kubur",pengancaman,Restorative Justice,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen Protestan
101,anger,sering tuh aku digituin pas kalau baru ketemu apsara lagi  kok perawatannya makin banyak  makin gendut saja sih   wah senyum saja iyain saja dalem hati  bacot kamu anjing ,Perempuan,"peselingkuh gatel, bangsat, asu",Pencemaran,vonis 2 tahun,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Islam
102,fear,kalo sifat buruk mungkin bisa dirubah dengan bertambahnya umur atau berubahnya keadaan  kalau kebiasaan buruk mungkin sulit ya  karena semacam udah jadi hobi  gitu tidak sih ,Perempuan,"babi, muslim, fuck","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",dihentikan karena restorative jaustice,PENGHINAAN DAN PENCEMARAN NAMA BAIK MELALUI AKUN FACEBOOK,Kristen Protestan
103,fear, berdesakan  bejubelan  di krl adalah salah satu godaan dalam berpuasa     apalagi di depan nya ada wanita cantik sambil ngunyah tahu gejrot   hehe  ,Laki-laki,"Cina, anus, toilet, jamban, tai",Pencemaran nama baik,vonis 2 tahun,mengubah dan menampilkan tulisan pada running Text milik Hotel Megaland dengan tulisan “TERIMA SERVICE JEMBUT MEMEK”. Yang terjadi pada hari Rabu Tanggal 28 Februari 2018 sekira pukul 20.00 WIB di Hotel Megaland Surakarta,Kristen
104,anger,    ternyata cm slogan doang stelah dkomplen ternyata dbatalin sepihak  dan nama besar itu ndak jaminan keprofesionalan ya  terus nyampein ke pihak official store kalau saya yang batalin  padahal samsek tidak saya batalin jadi sekarang saya sudah tau kal,Perempuan,pelacur,Pasal 315 KUHP,vonis 2 tahun,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen
105,happy,happy birthday to us    and happy th anniv wkwkwk bentar lagi kita putus huhu aku harus cari pacar baru     ,Perempuan,"pembohong, pendusta",UU ITE 27 Ayat 3,lidik,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen
106,fear,terus   baca komennya pada bilang kalau musik itu haram  dan bla bla  nah disini aku tau  kalau fanatik kan emang gaboleh  tapi kalau sekedar suka gitu gimana ,Laki-laki,pelacur,"Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",Penyelidikan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
107,happy,rabu      anakbujangku selesai menempuh pendidikan di tk bhakti ibu  bakauheni  eit  ternyata ia dapat piala jugak hehehe,Perempuan,penipu,pengancaman,Putusan,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Kristen
108,anger,saya hidup dizaman presiden hebat yaitu soeharto   beliau buat aman dan tenang untuk masyarakat      tetapi tidak tenang untuk  kaum pki kaum rampok kaum bandit kaum yang ingin jadi pejabat negara tapi otaknya kosong  hanya kaum itulah yang tidak suka bapak soeharto   ,Perempuan,"babi, biongo","Pasal 45 ayat (3) Jo Pasal 27 ayat (3) Undang-Undang Nomor 19 Tahun 2016 tentang Perubahan Atas Undang-Undang Nomor 11 Tahun 2008, tentang Informasi Dan Transaksi Elektronik (Penghinaan/PNB).",lidik,LEWAT STATUS DI WHATSAPP BERISI DAGANGAN SATE KORBAN YANG DICAMPUR DENGAN KEPALA TIKUS DST……,Islam
109,happy,bersama segenap dewan guru   terimakasih telah membimbing anak kami selama ini  bu   semoga ibu ibu semua dimudahkan segala urusannya  dan ilmu yang ibu ajarkan menjadi amal jariah yang pahalanya akan terus mengalir ke ibu  selamanya     ,Perempuan,penipu,Pasal 315 KUHP,vonis 2 tahun,"Tersangka MEMBUAT, MERUBAH FOTO DAN MENYEBARLUASKAN di Grup wasehingga korban merasa MALU DAN NAMA BAIK TERCEMAR",Kristen
110,anger,gue emang cuek sih   banget bgt malah tapi kalau ada yang buat risih atau tidak nyaman ya hati saja lah pokoknya   jangan sampai aku ajak nongkrong bareng ,Perempuan,"pembohong, pendusta",Pencemaran nama baik,Restorative Justice,"DI GRUP WHATSAPP, KORBAN MENGIRIM MAKANAN UNTUK SAUDARA PELAKU DAN SELANJUTNYA DIFOTO DAN DIKIRIM KE GRUP WHATSAPP KELUARGA PELAKU DAN DIKOMENTARI DENGAN KATA KATA TIDAK MENYENANGKAN YAITU “ATI-ATI",Kristen
